time,pelvis_gx,pelvis_gy,pelvis_gz,pelvis_ax,pelvis_ay,pelvis_az,tibia_r_gx,tibia_r_gy,tibia_r_gz,tibia_r_ax,tibia_r_ay,tibia_r_az,hip_flexion_r,knee_angle_r,ankle_angle_r
0.7,11.695358808001023,18.942129930555797,30.52862918672617,-1.255967497612537,1.7252993098807596,0.24281990287202826,40.0742687356375,-35.994796496695194,-16.073211393049124,1237.9496843971242,-534.800040515708,569.6662400243638,21.69052821,-16.67638032,-1.01863128
0.71666667,6.878234370892245,12.369529802281729,17.658600450759394,-2.9059223247378037,-0.934956747965729,2.505854004682787,19.791554778641853,-29.497158827058687,-6.773187754083923,838.1870048210939,839.9440939004041,-207.37989394203842,21.24353286,-19.02653414,-0.89339232
0.73333333,9.55722533705316,22.557931740879084,13.78680256405507,1.6166153533541987,1.475927409629493,0.3527998588800441,-36.121820823982524,-43.371067723748105,28.159244853069392,1337.194791166414,1393.193542792641,676.0184974000789,20.90352937,-21.17307496,-0.42177562
0.75,10.631029309405283,26.388582150597358,5.670283197913901,-2.4177230329108905,-0.5947197621123868,-0.32601586959364537,-42.37406798127359,-41.50266834894436,59.00857624189109,-553.2643323559938,2068.8464421910808,-1620.9558622885381,20.06744664,-22.47239012,0.25339315
0.76666667,12.440979574798806,38.1669100043818,6.21556375368738,-4.644435715548019,0.211428169142125,1.9994775995817562,29.32992075689814,30.543174959912598,58.00769884904787,-4140.338723453452,1267.7633538191917,-1499.4528506409467,19.22567574,-23.41523846,1.24266662
0.78333333,5.113875876540445,47.1955092486864,9.444544322546713,0.04035598385774615,0.14695194121980634,0.617867752852871,-10.806952002372848,-13.227871751277936,53.248687323073845,-2106.5350755873583,-6866.213236550301,935.7989097596641,18.07414563,-23.6351088,2.14629532
0.8,-0.49110873219492535,47.26471905940422,3.142723505229314,-1.1370235451903794,2.128859148455823,0.226475909409625,-22.485381200550915,-58.49340422910402,22.60814443268502,8037.280439228167,2963.760090885273,-674.9543649997692,16.77152749,-23.70943116,3.20583004
0.81666667,-4.3848629295956805,29.287609687088988,9.122481021668454,-1.6418173134535283,1.5630852504679642,-1.7654414123528661,19.9152340098948,-16.467547159538967,-34.03947860796938,-1610.8944113081068,-940.791276256854,2614.7347135641885,15.08044074,-23.02077358,4.01111085
0.83333333,1.369208671327794,22.53501118006886,11.253128610798905,-0.8515796593685098,1.1063155574743513,-0.7407357037056743,-39.00466748485235,24.04004524786325,-35.1637700901246,-3700.4622109860607,2601.1083514109405,-1900.2190608427757,13.34367957,-22.31289022,4.80305126
0.85,11.414684912793875,11.069868409701352,16.483061772401847,-0.2751478899404919,0.8726036509582379,-1.3804914478033803,59.92907131807357,-10.281644335320113,-10.286781219548221,4426.593174186303,-522.444574268488,3841.905954166782,11.48196097,-21.1816254,5.35701308
0.86666667,12.294190900269282,-0.40537173083997047,3.1051680713725873,-2.308933847146601,-0.6255005004005969,-1.3721050976838318,15.98571435675849,-46.79955901399132,-25.874737612343544,-5098.990398418283,-5309.116749053731,-2547.8357003026754,9.59140401,-20.22888969,5.92771635
0.88333333,22.76433624821953,6.555903269579447,18.04278725332171,0.6777357289054663,-0.08143196742711341,-0.7050237179904947,14.887182197102064,42.22173001114966,-2.4201636031337252,-1204.0200232837976,7189.2116513173905,-786.6600606163329,7.75628333,-18.873439,6.31521492
0.9,22.226253917862774,-3.8937460330296014,6.817331656642296,-2.132711146915594,-1.9698832120467482,-1.899899240040256,48.274040749618045,-23.345261476535217,-30.213250352437466,6000.218892865199,-1728.3921287839291,2972.6107922697342,5.77375157,-17.57133587,6.67136303
0.91666667,17.86733090264058,-1.743960959047253,14.859485368029082,1.2179169743336224,-0.5517724414178078,-0.6544445235554726,-30.105557061518383,26.34262851648203,-13.539997211561406,582.9109127240321,-3159.2218469510267,-4887.876046900181,4.0411245,-16.30543925,6.97910063
0.93333333,17.84509284620823,-5.0565386118284446,30.03304669739938,-5.310789875683838,-4.202314319074224,1.3280394687841295,-5.421905983099902,-5.139846272481707,46.3744229710912,-3292.3914700764385,3934.5556257917997,507.7977507271187,2.12351964,-14.74918733,7.10293314
0.95,3.433492659332415,-14.147107113679477,10.64059529654223,1.0888195644719663,-1.580507367796616,-2.891878843248348,31.402514917677617,43.99827103071025,37.04262795122818,-1682.2103309828435,-2438.5799751653662,538.2466333899548,0.95828065,-14.032478,7.54810598
0.96666667,-5.963178905471121,-17.819568848660833,31.478931667450382,5.302624242098612,1.0707488565990615,0.16704013363208625,-39.47665983172549,52.086549604768585,-42.32073674190114,241.7958665357415,-1550.3435196634189,3522.3386470865385,-0.34831489,-13.07916557,7.85554888
0.98333333,-1.1916937407786998,-15.990988147527826,15.934696769817364,-6.51952539218965,-2.731246907501571,-1.0622515750993085,-41.214395462577755,33.681811036517445,-45.38238482169973,770.2628221824021,3686.129313543425,-782.5301630044974,-2.25022908,-11.86115793,8.08762896
1.0,-7.348513182111761,-11.24913314399759,13.773922486425988,2.3541830583269543,-1.569491372203617,-0.05385597845763638,-15.387265904808052,14.609693836346834,-14.963262992270773,1210.8101157218257,772.5866927028788,-2896.918172049714,-3.6646753,-11.17885886,8.5032289
1.01666667,-11.240627838406253,-2.0113519927638155,9.068509263843811,-0.11883609506925588,-1.6177332941859823,0.25740020592012947,-2.9698691859762567,17.575305474913925,16.02541735893418,2032.8465923963574,-3224.0099317687677,-563.8432670247395,-5.11293457,-10.44514342,8.89664231
1.03333333,-13.287435754129051,3.3881197819170175,13.670714188922322,-0.002303999077986915,-0.47080781167644636,-1.8280792687682053,-5.621753360079422,6.600227565303644,31.317831793568953,-1404.3543693613149,-1226.865674957015,4122.965111177652,-6.62496973,-9.52677329,9.21088729
1.05,-23.204567810890193,11.820023879273133,6.5800188520064165,-0.5482077807172825,-3.6616665353337594,0.5030997987600393,-38.38238521819802,-19.735286071061626,41.057727212689606,-1733.6034521827244,4393.60375154516,-705.6147444984457,-8.22573961,-8.70127462,9.50983277
1.06666667,-9.195652636774529,12.958198175584752,6.356163168321103,1.3175290540233802,-0.9132487305985546,-2.2143257714602185,-40.39519424729455,-33.496288609334094,42.50981071383866,-700.6015168710614,-1028.907691687853,-2948.8463133172177,-9.45658077,-8.03144114,9.85269094
1.08333333,-8.460155553735236,27.317095671704262,2.275651417231675,1.5019193992318047,-1.9028872388454319,0.921959631216069,-4.844276340334864,-42.92946841234478,12.063088385160949,1691.6973880429287,-1632.9895272962272,-303.9169652626238,-10.74141801,-7.34825141,10.24810215
1.1,0.48873699270513815,26.009191840491255,-5.316841189363356,-0.08981996407169598,-1.5005513997789253,-1.108295556681709,18.43733718585499,-49.796205554463576,-11.399429391077408,434.3733164771139,531.4199520218043,1945.6189468879575,-12.1002752,-6.52175894,10.54482802
